"max_zscore","pulse","variable","conditions","odorant","olfactory_receptor","short_cond_names"
0.06,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Furanone","AgOR2","AgOR2_M_5"
-0.4855,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Furanone","AgOR2","AgOR2_M_5"
0.3681,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.6628,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.7538,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.7873,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
-0.5297,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.2494,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
-0.0696,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.1217,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.7413,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.8692,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.092,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.8886,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.1404,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
-0.8173,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.9366,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.4388,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.3931,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
0.5948,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 4","AgOR2","AgOR2_M_5"
1.1142,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
-0.5123,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.457,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
1.5568,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
-0.1465,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.4541,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
3.8333,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
2.1109,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
1.1932,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
2.9569,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.0507,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
1.3947,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.3172,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
-0.1694,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.0324,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.7875,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.5899,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.1974,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","Hexanal","AgOR2","AgOR2_M_5"
0.2263,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.5766,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.2078,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.6156,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.1423,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.0969,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.6374,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.3003,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
-0.0228,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.3745,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
1.0119,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.1861,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.3942,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
-0.2328,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.2744,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
0.2601,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
-0.455,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
-0.0286,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 5","AgOR2","AgOR2_M_5"
2.5471,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
1.9768,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
1.5745,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
4.3315,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
2.2297,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
1.6207,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
8.4407,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
5.5859,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
4.4446,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
9.0918,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
5.7104,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
4.6551,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
2.7374,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
1.1404,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
0.7222,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
2.5498,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
1.7042,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
0.8301,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","1-Hexanol","AgOR2","AgOR2_M_5"
0.3157,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.076,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.3508,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.587,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.3396,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.3088,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.5979,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.1351,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.244,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.996,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.1822,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.2675,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.5801,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.628,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.3081,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.4369,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
-0.2901,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.059,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 6","AgOR2","AgOR2_M_5"
0.9149,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.7228,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.2892,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
-0.1741,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.3226,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.6368,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
-0.2095,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.5393,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.7079,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.728,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.7702,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
1.2624,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.0404,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
-0.2161,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.3293,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
-0.5408,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.2163,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
0.4783,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","3-Hexanone","AgOR2","AgOR2_M_5"
-0.0501,"1_04132023_2_antenna_13_pulse_1","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3621,"1_04132023_2_antenna_13_pulse_2","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.6004,"1_04132023_2_antenna_13_pulse_3","1_04132023_2_antenna_13","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.2379,"1_04132023_2_antenna_14_pulse_1","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.4062,"1_04132023_2_antenna_14_pulse_2","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.2433,"1_04132023_2_antenna_14_pulse_3","1_04132023_2_antenna_14","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.6654,"1_04132023_2_antenna_15_pulse_1","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
1.2945,"1_04132023_2_antenna_15_pulse_2","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.5933,"1_04132023_2_antenna_15_pulse_3","1_04132023_2_antenna_15","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.33,"1_04132023_2_antenna_16_pulse_1","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3389,"1_04132023_2_antenna_16_pulse_2","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3573,"1_04132023_2_antenna_16_pulse_3","1_04132023_2_antenna_16","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.1179,"1_04132023_2_antenna_17_pulse_1","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.4981,"1_04132023_2_antenna_17_pulse_2","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3413,"1_04132023_2_antenna_17_pulse_3","1_04132023_2_antenna_17","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3854,"1_04132023_2_antenna_18_pulse_1","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.3942,"1_04132023_2_antenna_18_pulse_2","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
0.1316,"1_04132023_2_antenna_18_pulse_3","1_04132023_2_antenna_18","AgOR2_Orco_Transgene_Gal4_GCaMP7f_TB_M_5","water 7","AgOR2","AgOR2_M_5"
2.9422,"1_04132023_3_antenna_13_pulse_1","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.8131,"1_04132023_3_antenna_13_pulse_2","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.3199,"1_04132023_3_antenna_13_pulse_3","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
4.4506,"1_04132023_3_antenna_14_pulse_1","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
3.6596,"1_04132023_3_antenna_14_pulse_2","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.9689,"1_04132023_3_antenna_14_pulse_3","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
4.5636,"1_04132023_3_antenna_15_pulse_1","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
3.5834,"1_04132023_3_antenna_15_pulse_2","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.0849,"1_04132023_3_antenna_15_pulse_3","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
3.0114,"1_04132023_3_antenna_16_pulse_1","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.9788,"1_04132023_3_antenna_16_pulse_2","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.7964,"1_04132023_3_antenna_16_pulse_3","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
3.1094,"1_04132023_3_antenna_17_pulse_1","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
2.5464,"1_04132023_3_antenna_17_pulse_2","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
1.7705,"1_04132023_3_antenna_17_pulse_3","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 1","DmOR59b","DmOR59b_M_5"
