"max_zscore","pulse","variable","conditions","odorant","olfactory_receptor","short_cond_names"
0.8513,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
5.2595,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.7585,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3803,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
5.6526,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
4.0672,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3329,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
5.2948,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.8622,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.4,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.2826,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.1841,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.0036,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.4812,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.0564,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.3352,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.2536,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.343,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.4726,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.4035,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.1653,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.8814,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.1853,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.0717,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.0123,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.7197,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.0115,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.019,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.7133,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.3178,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.7555,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.817,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.6654,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.9706,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.8869,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.8553,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.67,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.5003,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.2264,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.8941,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.3026,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.3125,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.1632,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.5159,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.0481,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.886,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.208,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.0979,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.4558,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.2262,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.6794,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.9487,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.3176,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.6382,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.9026,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.2323,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.1083,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.5886,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.7933,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.2893,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.4401,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.155,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.7612,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.0638,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.9286,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.3608,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.0517,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.8127,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.6125,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.0941,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.7693,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.1713,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.1283,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.68,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.3697,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.0212,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.879,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.3973,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.3105,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.189,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
-0.2998,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
0.0638,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.1529,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.4404,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.8296,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.6958,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.4333,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.9985,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.5749,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.6113,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.6811,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.294,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.5457,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.7998,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.2976,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.8484,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.9043,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.8138,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.7016,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
1.6036,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
5.5498,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.7519,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.9774,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
6.1396,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.9876,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.8261,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
5.4866,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.387,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
4.0553,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
5.5215,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
2.9289,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.1036,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
5.08,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
4.0043,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
4.0431,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
5.6972,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.9742,"1_03062023_2_antenna_18_pulse_2","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
3.8779,"1_03062023_2_antenna_18_pulse_3","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl butyrate","DmOR59b","DmOR59b_M_3"
11.3626,"1_03062023_2_antenna_13_pulse_1","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
7.9081,"1_03062023_2_antenna_13_pulse_2","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
8.1926,"1_03062023_2_antenna_13_pulse_3","1_03062023_2_antenna_13","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
12.3495,"1_03062023_2_antenna_14_pulse_1","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
9.367,"1_03062023_2_antenna_14_pulse_2","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
8.7792,"1_03062023_2_antenna_14_pulse_3","1_03062023_2_antenna_14","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
12.3687,"1_03062023_2_antenna_15_pulse_1","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
9.4389,"1_03062023_2_antenna_15_pulse_2","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
8.6968,"1_03062023_2_antenna_15_pulse_3","1_03062023_2_antenna_15","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
12.0832,"1_03062023_2_antenna_16_pulse_1","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
9.1524,"1_03062023_2_antenna_16_pulse_2","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
8.9999,"1_03062023_2_antenna_16_pulse_3","1_03062023_2_antenna_16","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
12.1757,"1_03062023_2_antenna_17_pulse_1","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
9.0189,"1_03062023_2_antenna_17_pulse_2","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
8.1427,"1_03062023_2_antenna_17_pulse_3","1_03062023_2_antenna_17","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
12.2506,"1_03062023_2_antenna_18_pulse_1","1_03062023_2_antenna_18","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","Methyl acetate","DmOR59b","DmOR59b_M_3"
